Name;Tracks;Scrobbles;Rank;Region
Harmonious Thelonious;4;5;2569;
Michael Beharie;3;3;3504;
Le Croque;1;3;3505;
SHIMZA;1;1;5746;
Bayta Ag Bay;1;1;5747;
Abdoulaye Cisse;1;1;5748;
Sory Bamba;1;1;5749;
Alèmayèhu Eshèté;2;7;2024;
Townes Van Zandt;1;3;3506;
Wallace Collection;1;3;3507;
Zelia Barbosa;1;3;3508;
Cleveland;1;2;4268;
Leila Pinheiro;1;5;2570;
Rhythm Section INTL;1;1;5750;
Quixosis;31;50;294;
Mark Rae;3;9;1647;
André Melo;1;1;5751;
A2. L_cio;1;1;5752;
dekmantel;6;9;1648;
Karl Hector & The Malcouns;11;31;458;
Mighty Mo Rodgers;6;6;2288;
Umeme Afrorave;1;1;5753;
Tenderlonious;20;43;332;
Ponzu Island;1;3;3509;
Ben Hauke;31;295;16;
Wayne Snow;11;29;494;
Komon;5;11;1381;
Harvey Sutherland;10;13;1171;
Chez Damier;3;4;2962;
Bobby Mann;1;1;5754;
Jesse Gould;1;1;5755;
Hudson People;1;23;641;
Session Victim;54;169;48;🇩🇪 DE
Cheops;1;2;4269;
La Banda de Martin;1;2;4270;
DENIS MPUNGA & PAUL K.;1;6;2289;
Martyn;8;19;791;
Penguin Cafe Orchestra;7;27;534;
Di Melo;12;26;559;
Max Graef;20;37;391;
Tutu Atrash;7;21;715;
N C C U;1;3;3510;
Larry Maluma;1;5;2571;
Creative Arts Ensemble;1;1;5756;
Wilfred Percussion;1;2;4271;
Mike Fabulous;2;9;1649;
Cosmos Universal Band;1;2;4272;
Los Hermanos;1;1;5757;
Ezy & Isaac;1;3;3511;
Kosmik 3;2;8;1816;
Feladey;1;9;1650;
Acayouman;2;3;3512;
J.K. Mandengué;1;2;4273;
The Staple Singers;1;2;4274;
Brother Resistance;2;12;1264;
Legacy;1;4;2963;
Medlar;1;1;5758;
Kenny Burrell;11;12;1265;
Groovestyle;1;3;3513;
Mindchime Featuring Isi Samuel;1;3;3514;
The Groove Monster;1;2;4275;
DJ Tools & Co;1;2;4276;
Granite;1;3;3515;
Motor City Drum Ensemble and Jeremy Underground;1;2;4277;
Mighty Shadow;1;1;5759;
Kiki Hitomi;1;4;2964;
Ratgrave;10;15;1013;
Eevee;1;1;5760;
Djrum;6;11;1382;
Fat Freddy's Drop;7;13;1172;
Bastion;1;1;5761;
The One 'O' Ones;1;1;5762;
The Clean Hands Group;1;1;5763;
Metal Voices;1;2;4278;
Kathy Kosins;1;1;5764;
Cotonete;6;27;535;
Kip Hanrahan;1;1;5765;
Freeez;1;1;5766;
Velvet Hammer;1;3;3516;
Paul Johnson;1;1;5767;
Cro-Magnon;2;8;1817;
Grooveman Spot;1;1;5768;
Material;2;4;2965;
Triforce;1;1;5769;
Themes For Great Cities;1;1;5770;
Métron;1;1;5771;
TFGC015;1;1;5772;
Nelly Furtado;1;1;5773;
b;1;1;5774;
Asa Moto;1;2;4279;
Devon Russell;1;6;2290;
Donnacha Costello;1;1;5775;
Nahawa Doumbia;2;6;2291;
Bruno Pernadas;7;14;1070;
bottle tree;2;4;2966;
Owiny Sigoma Band;5;14;1071;
Ron Trent;11;23;642;
Lonnie Liston Smith & The Cosmic Echoes;8;8;1818;
Django Django;2;2;4280;
Workdub;16;26;560;
Michal Turtle;4;10;1520;
Dub Oven;3;3;3517;
Vincent;4;5;2572;
Leon Lowman;6;7;2025;
Helena Hauff;4;5;2573;
Das Kraftfuttermischwerk;1;1;5776;
Christopher;1;2;4281;
Nostrum Grocers;10;14;1072;
Orquesta De Las Nubes;8;10;1521;
O/Y;20;71;185;
Chaino;1;1;5777;
Arthur Lyman;1;1;5778;
Esquivel;1;1;5779;
Bailey's Nervous Kats;1;1;5780;
Nicky Roberts;1;1;5781;
Rhonda Fleming;1;1;5782;
Yma Sumac;1;1;5783;
Artie Barsamian;1;1;5784;
Sam O.B.;1;2;4282;
Tape Loops;1;1;5785;
Dee Edwards;2;3;3518;
Gloria Jay;2;2;4283;
Linda Jones;1;1;5786;
Timeless Legend;1;6;2292;
Syreeta;1;1;5787;
Roger Damawuzan;2;2;4284;
Birthday Boy;1;1;5788;
Death Cab for Cutie;1;1;5789;
Dita Von Teese;1;1;5790;
Oliver Koletzki;2;3;3519;
Sampology;19;52;281;
Floyd Lavine;2;2;4285;
Re.You;1;2;4286;
Susumu Yokota;33;109;102;🇯🇵 JP
Vincenzo Bellini;2;13;1173;
Teddy Lasry;1;5;2574;
Etlan;1;1;5791;
Stray;1;1;5792;
Claudia;1;3;3520;
Kanye West;1;1;5793;
Log(M);1;1;5794;
Amado Maita;5;5;2575;
King Cats;1;1;5795;
D.K.;12;21;716;
Duval Timothy;15;24;606;
Klaus Johann Grobe;3;4;2967;
Glue Trip;6;9;1651;
Herbie Hancock;19;31;459;
Majid Bekkas;3;11;1383;
Heerlesn Percussie Ensemble;1;1;5796;
Jeremy Hyman;1;1;5797;
Joubert Singers;1;2;4287;
Marumo;1;3;3521;
Bosq;21;53;274;
Joyce;1;1;5798;
Chain Reaction;1;1;5799;
Brooklyn Express;1;1;5800;
Don Armando's Second Avenue Rhumba Band;1;1;5801;
Gichy Dan;1;1;5802;
Gino Soccio;1;2;4288;
Alex M.;1;2;4289;
Gary's Gang;1;1;5803;
Kerri Chandler;4;5;2576;
Roger Thornhill;1;2;4290;
Pure Energy;1;1;5804;
Instra:mental;1;1;5805;
Two Man Sound;1;1;5806;
G.U.;1;1;5807;
Susobrino;4;6;2293;
The Band That Never Met;1;2;4291;
DJ Sotofett;2;2;4292;
DJ Sotofett & Jesse;2;2;4293;
Jeremy Underground;1;3;3522;
Aaron Arce;1;1;5808;
Bipo;1;1;5809;
University Of Love;1;1;5810;
DJ Trax;1;2;4294;
NatureBoy;1;1;5811;
Dose of Paradise;1;1;5812;
Project Democracy;1;1;5813;
Level 3;1;1;5814;
Manhattan Project;1;2;4295;
Bugge Wesseltoft;5;9;1652;
Captain Planet;21;53;275;
Bonga;51;70;192;
Pele;1;6;2294;
Yak;1;3;3523;
Al Doum & The Faryds;2;2;4296;
Dwig;1;2;4297;
Alef;1;2;4298;
Recondite;2;2;4299;
Romperayo;4;4;2968;
Tomat Petrella;2;2;4300;
4TLR;13;26;561;
Haraket;1;1;5815;
Reinen;1;11;1384;
deem spencer;1;1;5816;
AbJo;1;2;4301;
Swarvy;8;12;1266;
Priests;1;5;2577;
Loona Dae;1;2;4302;
Frazelle;2;3;3524;
△▃△▓;2;5;2578;
Alex Johnson;3;18;840;
Iasos;20;217;29;🇺🇸 US
Yas-Kaz;2;10;1522;
J.D. Emmanuel;3;9;1653;
Don Slepian;5;183;40;🇺🇸 US
Hot Slot Machine;1;10;1523;
Adam Port;8;30;477;
Birds and insects of the Berok River;1;1;5817;
Archie Shepp;1;1;5818;
Binker and Moses;4;5;2579;
Kenny Cox;1;2;4303;
Yusef Lateef;4;6;2295;
Laurent Garnier;6;17;894;
WVR BVBY;5;5;2580;
Antonin;1;2;4304;
Landhouse;10;20;749;
dictaphone;3;49;297;
The Expansions;8;24;607;
FaltyDL;7;13;1174;
Tee Mango;3;13;1175;
Deadboy;2;5;2581;
Marquis Hawkes;3;5;2582;
Nathan Micay;1;3;3525;
Sei A;4;9;1654;
Appleblim;2;3;3526;
Juxta Position;1;2;4305;
Gerd;1;2;4306;
Primitive Trust;1;2;4307;
Pearson Sound;4;7;2026;
Youandewan;10;20;750;
Ben Lukas Boysen;6;12;1267;
Bing & Ruth;4;7;2027;
Bxentric;1;1;5819;
Geotic;1;1;5820;
Agrippa;1;1;5821;
Deapmash;1;1;5822;
Burnski;1;1;5823;
Tenebre;1;1;5824;
Lusine;2;3;3527;
Donato Dozzy;6;59;240;
Batu;2;5;2583;
Locussolus;1;4;2969;
Idjut Boys;1;8;1819;
Rheinzand;1;5;2584;
The Project Club;1;4;2970;
DJ Pippi;2;17;895;
No ID;1;3;3528;
Gatto Fritto;1;3;3529;
Eric Duncan;1;3;3530;
Walton;2;4;2971;
Kalbata;3;7;2028;
Freddie Gibbs;1;1;5825;
Kirk Knight;1;1;5826;
Scanner;1;1;5827;
MBONGWANA STAR;2;3;3531;
Jim-E Stack;1;1;5828;
Gold Panda;5;8;1820;
Fatima Yamaha;5;14;1073;
Hundred Waters;1;1;5829;
IAMNOBODI;2;3;3532;
Westerman;3;4;2972;
Archy Marshall;1;1;5830;
Mark Pritchard;15;34;420;
30/70;10;24;608;
Mount Kimbie;9;20;751;
Dark Sky;4;22;682;
Anthony Naples;14;25;582;
Instupendo;1;1;5831;
Lord Echo;36;93;136;🇳🇿 NZ
Kadhja Bonet;6;28;517;
Floating Points;30;90;142;🇬🇧 GB
Sam Gellaitry;2;2;4308;
Lars Bartkuhn;1;1;5832;
Graeme Miller;1;1;5833;
Tala Vala;9;21;717;
Otto Totland;4;18;841;
K-Lone;8;23;643;
Weedy of 40 Winks;1;2;4309;
Forest Swords;13;26;562;
Otzeki;1;3;3533;
Levon Vincent;3;3;3534;
Talismann;1;1;5834;
Barda;3;9;1655;
Neneh Cherry;24;136;71;🇸🇪 SE
Third Wave;1;1;5835;
L'Rain;24;130;79;
Marijus Aleksa;5;58;246;
Kingsley Ibeneche;19;55;267;
ONIPA;31;83;155;
Barker;3;3;3535;
Anna Calvi;18;100;120;🇬🇧 GB
Tolouse Low Trax;3;7;2029;
Y-Bayani;1;1;5836;
Great Time;15;24;609;
Flora;8;11;1385;
Saib;4;4;2973;
Geju;7;57;254;
Per Tjernberg;9;21;718;
Melt Yourself Down;2;2;4310;
Jaubi;5;26;563;
Hunee;4;18;842;
Basecamp;1;1;5837;
Jex Opolis;1;1;5838;
Robohands;14;53;276;
Jonny Faith;5;12;1268;
Jamie Isaac;10;26;564;
Duke Hugh;23;131;78;🇳🇱 NL
Billy Woods;9;15;1014;
Mark Barrott;4;10;1524;
Fantaz;2;3;3536;
felicita;10;13;1176;
Forma;1;1;5839;
Lawrence Hart;3;6;2296;
O'Flynn;37;276;18;
Sam Gendel;12;28;518;
Kleintierschaukel;4;7;2030;
Carlomarco;1;3;3537;
Hank Jackson;1;2;4311;
David Mayer;1;1;5840;
Louie Vega;4;8;1821;
Blaze;1;1;5841;
Julien Jabre;1;1;5842;
Ian Pooley;4;9;1656;
Quim Manuel O Espirito Santo;2;4;2974;
Luciano;1;1;5843;
Jimpster;2;3;3538;
Joe Corti;1;1;5844;
Thatmanmonkz;1;1;5845;
Robert Owens;6;7;2031;
Joeski;1;1;5846;
G Club;1;1;5847;
DJ Gregory;1;1;5848;
The Stone Roses;1;1;5849;
Jacob Gurevitsch;1;1;5850;
The Swan & The Lake;1;3;3539;
RUF DUG;3;7;2032;
Al Massrieen;1;2;4312;
Saul Williams;1;2;4313;
Nico Stojan;2;2;4314;
The Comet Is Coming;6;13;1177;
EARTH BOYS;9;20;752;
Harold Budd;10;30;478;
Frank Perry;1;7;2033;
environments;7;79;163;
David Casper;3;86;152;
Joanna Brouk;5;27;536;
Hidden Spheres;16;46;314;
Soundspecies & Ache Meyi;1;4;2975;
Vula Viel;1;1;5851;
Crewdson;1;1;5852;
Zun Zun Egui;1;2;4315;
Sebastian Rochford;1;1;5853;
Ayani Huni Kuin;1;2;4316;
Szun Waves;6;6;2297;
Rejoicer;5;12;1269;
Werkha;40;113;95;🇬🇧 GB
GATS;3;7;2034;
Alban Endlos;9;17;896;
tomanka;1;1;5854;
Santi D;1;1;5855;
Christian Scott aTunde Adjuah;2;2;4317;
Rob Araujo;1;1;5856;
Free the Robots;2;3;3540;
Normanton Street;1;1;5857;
MIND GAMERS;2;2;4318;
Tim Maia;3;9;1657;
Karavan;14;25;583;
Connan Mockasin;3;4;2976;
Augustus Pablo;3;5;2585;
Zazou Bikaye;2;2;4319;
Big Youth;2;2;4320;
Malombo;1;1;5858;
Sublevel 3;1;1;5859;
Richard Purser Featuring Daniel Double;1;1;5860;
Dionne;1;1;5861;
Techno Soul;1;1;5862;
avroarrow;1;2;4321;
Man Tear;1;4;2977;
Lukas Nystrand Von Unge;2;6;2298;
Off The Meds;2;13;1178;
Baba Stiltz;9;24;610;
Adrian Lux;1;3;3541;
Bella Boo;24;76;170;
Sofia Kourtesis;25;56;260;
Al Zanders;2;7;2035;
Madison McFerrin;5;8;1822;
Panthera Krause;8;16;955;
Nhú de Ped'Bia;1;2;4322;
Pedrinho;2;2;4323;
Tulipa Negra;1;1;5863;
Manuel Gomes;1;1;5864;
Val Xalino;1;1;5865;
Magnus JJ;1;9;1658;
Te'Amir;19;56;261;
Garrett;3;3;3542;
Scott Xylo;18;49;298;
Marcus Joseph;6;13;1179;
Siaubas;1;1;5866;
Simple Symmetry;1;1;5867;
A Macaca & Gama;4;14;1074;
SPIRAL DELUXE;15;33;434;
Little People;3;4;2978;
DJ Seinfeld;4;23;644;
Scott Gilmore;3;5;2586;
Hanni El Khatib;1;2;4324;
De Frank Professionals;1;2;4325;
Kelsey Lu;1;1;5868;
AMyn;1;1;5869;
DJ ClicK;2;2;4326;
VESCE;1;1;5870;
Gil Scott-Heron;3;3;3543;
Git;1;2;4327;
l'éclair;6;14;1075;
Isabelle Mayereau;2;3;3544;
Doug Hream Blunt;1;1;5871;
Pharoah Sanders;3;8;1823;
Wally Badarou;1;1;5872;
"Lee ""Scratch"" Perry";1;1;5873;
Ayalew Mesfin;1;1;5874;
Yamasuki;1;2;4328;
Sandy B;3;8;1824;
Tabala;2;2;4329;
Azymuth;5;12;1270;
Tartit;1;1;5875;
Bally Sagoo;1;1;5876;
Cutty Ranks;1;1;5877;
The Heptones;1;1;5878;
Vybz Kartel;1;1;5879;
Tommy McCook;2;2;4330;
Black Uhuru;1;1;5880;
Ata Kak;1;1;5881;
Dur-Dur Band;2;3;3545;
Ramuntcho Matta;1;1;5882;
Basa Basa;2;3;3546;
Amanaz;2;4;2979;
Asnaké Gèbrèyès;1;1;5883;
Dave Liebman;1;1;5884;
Momo Wandel Soumah;2;4;2980;
Capital Letters;1;1;5885;
Matoub Lounès;1;1;5886;
Johnny Wakelin;1;1;5887;
? and the Mysterians;1;1;5888;
Louiz Banks;1;2;4331;
Carlos Maria;1;3;3547;
Chaka Demus & Pliers;1;1;5889;
Antonio Sanches;1;4;2981;
Adjágas;1;1;5890;
Tommy Mandel;2;2;4332;
Talking Heads;2;2;4333;
Lou Blic;1;1;5891;
T.P. Orchestre Poly-Rythmo;2;2;4334;
Roberto Fonseca;1;1;5892;
Mystica Tribe;1;1;5893;
Alfio Antico;1;1;5894;
Pete Beardsworth;1;1;5895;
Nu Guinea;13;30;479;
Ground;1;1;5896;
DWART;1;2;4335;
Emo Kid;1;2;4336;
Pitto;2;18;843;
Kaleido;7;59;241;
YASUO SUGIBAYASHI;1;2;4337;
Internal N.Y. Rhythms;1;1;5897;
moonilena;1;1;5898;
Paradise Alley;1;3;3548;
Pedrodollar;1;1;5899;
Superpitcher;30;92;138;🇩🇪 DE
Whispers Beirut;1;1;5900;
Torolf Stendik;1;1;5901;
Thomas & Jonas;1;1;5902;
Qaadir Howard;1;5;2587;
Lucius;1;1;5903;
The Flaming Lips;1;1;5904;
Rapossa;19;57;255;
Ranno Vollman;1;1;5905;
Jackson Lewis;1;1;5906;
Christos Fourkis;1;1;5907;
Lemurian;1;1;5908;
Omerar Nanda;1;1;5909;
Yohoros;1;1;5910;
Tevo Howard;2;8;1825;
Seven Davis Jr.;1;1;5911;
Aybee;1;2;4338;
Hieroglyphic Being;6;11;1386;
Kassem Mosse;2;4;2982;
Frangie;1;3;3549;
K&F;1;2;4339;
Lana Del Rey;2;7;2036;
Chicano Batman;3;5;2588;
Brzzvll;6;8;1826;
Noname;11;11;1387;
Akua Naru;1;1;5912;
soundspecies;9;14;1076;
Shinichi Atobe;2;2;4340;
DJ Call Me;1;1;5913;
Errorsmith;2;3;3550;
Grupo Controle Digital;1;2;4341;
Bullion;7;30;480;
Costa & Chyps;1;2;4342;
ɹǝqüɟdoʞkopfüber;2;3;3551;
LIVE im salon_286831970;1;1;5914;
Landikhan;1;1;5915;
Roberto Rodriguez;1;3;3552;
Street Corner Symphony;1;2;4343;
Bernardo;1;1;5916;
Red Axes;7;28;519;
Doc Severinsen;2;2;4344;
RUNE LINDBÆK;1;1;5917;
BLUE CAMERA;1;1;5918;
Ron Rinaldi;1;2;4345;
Nucleus;1;2;4346;
Al Wilson;1;2;4347;
Maureen Bailey;1;2;4348;
Fein;1;2;4349;
June Evans;1;2;4350;
Starcrost;1;1;5919;
Aldous Harding;4;19;792;
Just Emma;1;1;5920;
Foreign Guest;1;1;5921;
Ameli Paul;1;1;5922;
Bedouin;2;5;2589;
Y. Gershovsky;1;2;4351;
The Lyman Woodard Organization;1;1;5923;
Stevie Wonder;6;7;2037;
Groove Committee;1;3;3553;
Agua Re;1;1;5924;
Terrence Parker;3;3;3554;
B.T. Express;1;1;5925;
Robson Jorge & Lincoln Olivetti;1;1;5926;
Teddy Pendergrass;2;2;4352;
Agrupacion Ilegal Los Imparciales;4;9;1659;
Jonny Drop;13;60;235;
Your Planet Is Next;3;6;2299;
Julien Dyne;34;77;168;
Christian Löffler;19;25;584;
Aera;15;23;645;
Jonny Nash;6;13;1180;
Lowbrow;1;1;5927;
Pastor T.L. Barrett and The Youth for Christ Choir;1;2;4353;
Autumn;1;1;5928;
Madman Jaga;1;3;3555;
Bernard bonnier;1;1;5929;
Peter Power;18;31;460;
Supermax;1;1;5930;
Siriusmo;1;1;5931;
Bernard Estardy;1;2;4354;
Joe Meek & The Blue Men;1;6;2300;
CLAUDE PERRAUDIN;1;1;5932;
Shadow;7;20;753;
Robin Gibb;1;1;5933;
Prince;5;7;2038;
Rex Rabanye;1;1;5934;
Jorge Reyes;7;32;448;
Raphael Toiné;1;1;5935;
Joe Gray;1;2;4355;
Cottam;1;2;4356;
Jabru;1;2;4357;
Lrusse;1;2;4358;
Will Saul;4;7;2039;
Axel Boman / CLOSE;1;2;4359;
October;1;2;4360;
David Clement;2;3;3556;
Legowelt;1;2;4361;
Gerry Read;5;16;956;
E:scape;1;2;4362;
Segun Adewale;1;2;4363;
Róisín Murphy;42;181;42;🇮🇪 IE
Kusht;19;28;520;
HOMESHAKE;5;6;2301;
Chris Cohen;1;1;5936;
Yadava;4;6;2302;
Freda Payne;1;1;5937;
OONGA;1;2;4364;
YAM Records;1;1;5938;
Tillmann Ostendarp, O/Y;1;1;5939;
Murphy Jax;1;2;4365;
Billy Caso;1;1;5940;
Puhdys;1;2;4366;
Bill Evans;14;47;310;
Jon Hassell;6;15;1015;
Ray Lynch;1;6;2303;
Lambert;127;532;3;🇩🇪 DE
Emancipator;7;11;1388;
Addison Groove;1;2;4367;
Arutani;4;8;1827;
Psilosamples;1;3;3557;
Hadi Zeidan;1;1;5941;
M.I.A.;1;1;5942;
SCHNTZL;1;1;5943;
2 Times Nothing;1;1;5944;
LABtrio;1;1;5945;
Glass Museum;1;1;5946;
Steiger;1;1;5947;
De Beren Gieren;1;1;5948;
Commander Spoon;1;2;4368;
Stuff.;6;8;1828;
Compro Oro;2;3;3558;
Jascha Hagen & Martha van Straaten;1;1;5949;
Joy O;6;11;1389;
Stimela;1;2;4369;
Princesa;1;1;5950;
Jean du Voyage;4;8;1829;
Gerra G;1;1;5951;
LamatUuc;1;1;5952;
Scott Blair;1;3;3559;
Software;1;5;2590;
Peter Nothnagle;1;4;2983;
Armen Miran;1;1;5953;
Yuma;1;9;1660;
Umoja;15;22;683;
Chaka Khan;1;3;3560;
MARTHA VAN STRAATEN 'Ayu' (edit);1;1;5954;
Crussen;3;5;2591;
Johannes Klingebiel;15;64;214;
Derryl Parsons;1;11;1390;
Multi Culti;16;23;646;
Pauline Anna Strom;21;402;5;🇺🇸 US
Slow Machete;11;69;197;
Aleksandır;4;16;957;
Lion Sphere;1;1;5955;
Ensemble Entendu;2;4;2984;
Afterclapp;17;66;208;
Trans-Millenia Consort;1;1;5956;
Steve Hillage;2;2;4370;
Dirk Barkemeijer de Wit;1;1;5957;
Kareem Lotfy;1;3;3561;
Bob Holroyd;2;18;844;
Hans-Joachim Roedelius;9;17;897;
Ka Baird;1;2;4371;
Vegyn;3;87;148;🇬🇧 GB
The Bermuda Triangle;1;2;4372;
Brian Eno;56;169;49;🇬🇧 GB
Ojard;4;17;898;
Nicola Noir;3;8;1830;
AmuAmu;1;3;3562;
Dolly Dream;1;1;5958;
Andrew Bird;41;105;113;🇺🇸 US
Newen Afrobeat;3;3;3563;
Baba Commandant and the Mandingo Band;2;2;4373;
Jordan De La Sierra;5;16;958;
Peter Kardas;2;8;1831;
Simian Mobile Disco;2;3;3564;
Jon Keliehor;1;2;4374;
Pariah;4;62;225;
Carl Stone;1;62;226;
Astarius;2;2;4375;
Yves Tumor;1;5;2592;
Tonstartssbandht;2;2;4376;
Albrecht La'Brooy;6;9;1661;
B12;1;1;5959;
K. Leimer;9;66;209;
Dolphins Into the Future;2;4;2985;
Harald Grosskopf;1;2;4377;
Cut Copy;1;2;4378;
Bree Tranter;12;90;143;
Elder Island;6;7;2040;
Mother Funk;1;2;4379;
Ragz Nordset;1;2;4380;
Angus & Julia Stone;3;5;2593;
Almunia;3;4;2986;
Luiz Henrique;1;9;1662;
L'Impératrice;1;1;5960;
C.A.R.;15;63;220;
Parcels;2;6;2304;
Monolink;11;23;647;
PillowTalk;1;1;5961;
Manoo;1;1;5962;
World Champion;1;1;5963;
Michel Degen;1;1;5964;
Amy Shark;1;1;5965;
Kandiafa;14;21;719;
Coma;2;5;2594;
Stavroz;5;8;1832;
Miel De Montagne;1;1;5966;
SANTÉ;1;1;5967;
jPattersson;3;3;3565;
La Fine Equipe;4;8;1833;
Bilderbuch;1;1;5968;
Junior A;1;1;5969;
Here Is Why;1;1;5970;
Alba;1;1;5971;
Josienne Clarke And Ben Walker;1;1;5972;
Twinset;1;1;5973;
Norman Weber;1;1;5974;
Hindi Zahra;1;2;4381;
Dhafer Youssef;1;2;4382;
Roc Marciano;1;6;2305;
Elve;11;161;55;
Deniece Williams;2;6;2306;
Kwes.;1;4;2987;
Dorothy Ashby;7;18;845;
Miles Davis;4;9;1663;
Joe Henderson;2;7;2041;
Desolate;1;5;2595;
Gang Colours;1;1;5975;
JINKU;2;3;3566;
Chino Amobi;1;1;5976;
Arp;4;11;1391;
Alessandro Cortini;2;7;2042;
Michael Stearns;1;1;5977;
Ian William Craig;2;3;3567;
Miyako Koda;1;2;4383;
Ola Szmidt;1;3;3568;
Hove;1;3;3569;
Matthewdavid’s Mindflight;2;4;2988;
Nova Nova;1;2;4384;
Art of Noise;12;27;537;
Nusrat Fateh Ali Khan;1;2;4385;
Todd Rundgren;1;2;4386;
Stu Mindeman;8;17;899;
Drugdealer;1;1;5978;
Good Morning;1;1;5979;
The Equatics;1;1;5980;
LOVING;1;1;5981;
Paul McCartney;4;6;2307;
Sharon Jones and the Dap-Kings;2;2;4387;
Perera Elsewhere;2;5;2596;
Fjaak;1;1;5982;
Tirzah;8;15;1016;
Leben Und Arbeiten;1;1;5983;
Biogen;1;2;4388;
Suso Saiz;3;5;2597;
Yialmelic Frequencies;1;1;5984;
Ami Shavit;1;1;5985;
Rezzett;1;1;5986;
Akira Rabelais;1;2;4389;
Nu;9;16;959;
Patrice Bäumel;1;1;5987;
Jose Padilla;1;4;2989;
Eitan Reiter;12;19;793;
Tobias;1;3;3570;
Don't Problem;4;5;2598;
Ljudbilden & Piloten;1;8;1834;
José González;23;169;50;🇸🇪 SE
Sigrid;1;1;5988;
Guida De Palma;1;1;5989;
Cluster;3;65;210;
veranda culture;1;2;4390;
Panda Bear;1;1;5990;
Lido Pimienta;2;2;4391;
Kike Pinto;1;1;5991;
Bukahara;1;1;5992;
Deela;1;1;5993;
Sango;1;1;5994;
Mr. YT;1;1;5995;
Martin Glass;3;7;2043;
Matt Karmil;10;26;565;
Felicia Atkinson;3;6;2308;
Leyland Kirby;1;2;4392;
Isolée;3;4;2990;
Happy Meals;3;4;2991;
Martyn Heyne;4;13;1181;
Sarah Davachi;6;9;1664;
Mark Renner;1;4;2992;
Para One;3;6;2309;
Isao Tomita;1;1;5996;
Wareika Hill Sounds;1;3;3571;
Melanie Velarde;1;1;5997;
Andrés;6;9;1665;
Blludd Relations;9;11;1392;
Heatsick;1;2;4393;
Francesco Tristano;1;8;1835;
HNNY;26;86;153;🇸🇪 SE
The Four Freshmen;1;4;2993;
Tycho;28;64;215;
Gustavo Santaolalla;4;8;1836;
TM Juke;5;33;435;
Kozmonaut;1;59;242;
Pan•American;1;2;4394;
Yamaneko;2;4;2994;
00110100 01010100;3;11;1393;
Analogue Dear;1;2;4395;
Ernest Ranglin;3;11;1394;
Marvin Horsch;1;3;3572;
Arthur Russell;4;6;2310;
Jonathan Kaspar;4;7;2044;
J.B. Banfi;1;1;5998;
Michael Garrison;1;1;5999;
Carl Matthews;1;1;6000;
Tim Blake;1;1;6001;
Rue Royale;6;6;2311;
Fort Romeau;2;2;4396;
Fake Mood;2;2;4397;
Makossa & Megablast;1;6;2312;
Behrellips;1;1;6002;
The Babe Rainbow (AUS);1;5;2599;
St Germain;25;47;311;
Sabo;2;2;4398;
Bona Fide & Johnny Leoni;1;1;6003;
La Maison Tellier;1;2;4399;
Argento Dust;1;2;4400;
Vangelis;1;3;3573;
Pantha du Prince & The Bell Laboratory;1;1;6004;
Sage Caswell;1;3;3574;
Jason Kolàr;10;80;162;
Ekkehard Ehlers;2;10;1525;
Haruka Nakamura;1;5;2600;
Zongamin;8;18;846;
Mayra Andrade;1;1;6005;
Josa Peit;8;16;960;
tajima hal;1;4;2995;
Federico Durand;28;101;117;🇦🇷 AR
Visible Cloaks;7;65;211;
Connie Constance;1;8;1837;
Joey Pecoraro;15;41;351;
Denai Moore;1;8;1838;
Jaco Pastorius;1;3;3575;
Contact Play;8;22;684;
Max Richter;122;343;11;🇬🇧 GB
Koss;1;2;4401;
F.S. Blumm;12;14;1077;
Ryuichi Sakamoto;4;10;1526;
Ebo Taylor;12;22;685;
47 Soul;1;1;6006;
Bibio;6;8;1839;
Norrland;1;1;6007;
Porn Sword Tobacco;1;3;3576;
Helm;3;9;1666;
Thor Rixon;2;2;4402;
Bill Callahan;2;2;4403;
Allen Ginsberg;1;1;6008;
Machinefabriek;1;2;4404;
Odessey And Oracle;1;2;4405;
Tom Rogerson;13;43;333;
Aso;4;12;1271;
Two Inch Punch;1;3;3577;
Billy Cobham;2;8;1840;
Marcos Valle;3;6;2313;
Sampha;1;2;4406;
Alice Coltrane;9;25;585;
Stas;2;3;3578;
Turtle;3;4;2996;
Abrão;6;13;1182;
Cluster & Brian Eno;1;39;372;
Commodo;2;2;4407;
Dorisburg;22;31;461;
David Lord;10;11;1395;
Sampa the Great;43;172;45;🇦🇺 AU
Hunrosa;2;5;2601;
Victor Démé;1;5;2602;
Terry Hall & Mushtaq;1;3;3579;
John Cage;1;7;2045;
Georgs Pelēcis;2;2;4408;
Claude Debussy;4;12;1272;
Philip Glass;9;14;1078;
Hans Zimmer;1;2;4409;
Nick Cave;1;1;6009;
Nick Cave & Warren Ellis;1;1;6010;
Micachu;1;2;4410;
Toto;1;2;4411;
Ramin Djawadi;1;1;6011;
Clint Mansell;1;1;6012;
Frédéric Chopin;14;14;1079;
Ludwig van Beethoven;30;52;282;
Franz Liszt;4;5;2603;
Caffee Concerto;1;2;4412;
Max Bruch;1;1;6013;
Eagle Lake;1;1;6014;
Ana Olgica;2;2;4413;
Lo Mimieux;1;1;6015;
Sigríður;2;4;2997;
Agni Bjark;1;1;6016;
Hultana;1;1;6017;
Hushed;1;1;6018;
Steven Windhaug;1;1;6019;
Strange Imagining;1;1;6020;
Rand Aldo;1;1;6021;
Erki Pärnoja;2;4;2998;
RJ Malcolm;1;1;6022;
Dorothy Laddland;1;1;6023;
